i,book_id,title,authors,original_publication_year,average_rating,tags_text,small_image_url,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,isbn13,image_url,google_cover_url,google_cover_url_large
5385,5386,Death in Venice,"Thomas Mann, Michael Henry Heim, Michael Cunningham",1912.0,3.73,to-read classics currently-reading fiction german,https://images.gr-assets.com/books/1410132000s/53061.jpg,17168,662,1971,6162,8044,6009,9780060576170,https://images.gr-assets.com/books/1410132000m/53061.jpg,,
5386,5387,The Tibetan Book of Living and Dying,"Sogyal Rinpoche, Andrew Harvey",1992.0,4.22,to-read currently-reading philosophy non-fiction favorites,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,17170,236,621,2870,5847,8806,9780062508350,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5387,5388,Enchantment,Orson Scott Card,1999.0,3.89,to-read fantasy favorites fiction currently-reading,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,21889,373,1334,5621,8931,6899,9780345482400,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5388,5389,The Fall of the House of Usher,Edgar Allan Poe,1839.0,3.92,to-read classics horror short-stories fiction,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,26468,314,1554,6878,10945,8762,9781594561800,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5389,5390,"The Soldiers of Halla (Pendragon, #10)",D.J. MacHale,2009.0,4.27,to-read fantasy favorites young-adult currently-reading,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,19502,343,734,2903,5214,10740,9781416914200,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5390,5391,"The Boyfriend List: 15 Guys, 11 Shrink Appointments, 4 Ceramic Frogs and Me, Ruby Oliver (Ruby Oliver, #1)",E. Lockhart,2005.0,3.49,to-read young-adult ya contemporary favorites,https://images.gr-assets.com/books/1342343845s/301022.jpg,22687,1180,2926,7723,7355,4834,9780385732080,https://images.gr-assets.com/books/1342343845m/301022.jpg,,
5391,5392,"Regeneration (Regeneration, #1)",Pat Barker,1991.0,4.03,to-read historical-fiction fiction currently-reading war,https://images.gr-assets.com/books/1365925619s/5872.jpg,17126,268,906,3897,7880,7042,9780140236230,https://images.gr-assets.com/books/1365925619m/5872.jpg,,
5392,5393,"The Initiate (Divergent, #0.2)",Veronica Roth,2014.0,4.2,to-read young-adult dystopian currently-reading dystopia,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,15505,219,660,3651,6351,9778,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5393,5394,Lucky Man,Michael J. Fox,2002.0,4.06,to-read non-fiction currently-reading memoir nonfiction,https://images.gr-assets.com/books/1398617130s/133729.jpg,16862,197,577,3623,7658,6552,9780091879200,https://images.gr-assets.com/books/1398617130m/133729.jpg,,
5394,5395,The Penelopiad,Margaret Atwood,2005.0,3.66,to-read fiction mythology historical-fiction fantasy,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,21731,464,2307,8074,9567,5286,9781841957170,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5395,5396,The Improbable Adventures of Sherlock Holmes,"John Joseph Adams, Robert J. Sawyer, Stephen King, Michael Moorcock, Sharyn McCrumb, Stephen Baxter, Anne Perry, Barbara Hambly, Tanith Lee, Neil Gaiman, Rob Rogers, Naomi Novik, Anthony Burgess, Dominic Green, Laurie R. King, Barbara Roden, Peter Tremayne, Tim Lebbon, Bradley H. Sinor, Edward D. Hoch, Vonda N. McIntyre, Darrell Schweitzer, Mary Robinette Kowal, H.Paul Jeffers, Geoffrey A. Landis, Amy Myers, Tony Pi, Chris Roberson, Mark Valentine",2007.0,4.37,to-read currently-reading mystery sherlock-holmes short-stories,https://images.gr-assets.com/books/1391343317s/6390031.jpg,16405,225,373,1920,4638,9545,9781597801610,https://images.gr-assets.com/books/1391343317m/6390031.jpg,,
5396,5397,The Starter Wife,Gigi Levangie Grazer,2005.0,3.51,to-read chick-lit fiction currently-reading romance,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,17173,717,2101,5867,5405,3625,9780743265030,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5397,5398,"Fables, Vol. 2: Animal Farm","Bill Willingham, Mark Buckingham, Steve Leialoha, James Jean",2003.0,4.12,to-read graphic-novels comics fantasy graphic-novel,https://images.gr-assets.com/books/1364233122s/167010.jpg,23951,133,645,4400,10514,8928,9781401200770,https://images.gr-assets.com/books/1364233122m/167010.jpg,,
5398,5399,The Fire Next Time,"James     Baldwin, Kıvanç Güney",1963.0,4.45,to-read currently-reading non-fiction nonfiction essays,https://images.gr-assets.com/books/1488825618s/464260.jpg,19816,105,327,2002,6326,12568,9780679744730,https://images.gr-assets.com/books/1488825618m/464260.jpg,,
5399,5400,Don't Let the Pigeon Stay Up Late!,Mo Willems,2006.0,4.35,to-read picture-books childrens children-s-books picture-book,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,25532,339,752,3330,6417,14829,9780786837460,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5400,5401,We3,"Grant Morrison, Frank Quitely",2005.0,3.95,to-read comics graphic-novels graphic-novel science-fiction,https://images.gr-assets.com/books/1336056522s/22358.jpg,18822,811,1239,3777,6104,7786,9781401204950,https://images.gr-assets.com/books/1336056522m/22358.jpg,,
5401,5402,"Princess in Pink (The Princess Diaries, #5)",Meg Cabot,2003.0,3.69,to-read young-adult ya romance chick-lit,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,27057,444,2504,10120,9222,7250,9780060096120,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5402,5403,"The Coffin Club (Vampire Kisses, #5)",Ellen Schreiber,2008.0,4.06,to-read vampires young-adult vampire vampire-kisses,https://images.gr-assets.com/books/1306605099s/2051840.jpg,22257,535,1556,4731,5573,10893,9780061288850,https://images.gr-assets.com/books/1306605099m/2051840.jpg,,
5403,5404,Main Street,Sinclair Lewis,1920.0,3.75,to-read classics fiction currently-reading classic,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,19040,585,1562,5585,7367,5410,9780375753140,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5404,5405,Percy Jackson's Greek Gods (A Percy Jackson and the Olympians Guide),"Rick Riordan, John Rocco",2014.0,4.51,favorites fantasy books-i-own to-read rick-riordan,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,24718,159,387,2541,7679,18797,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5405,5406,"Dairy Queen (Dairy Queen, #1)",Catherine Gilbert Murdock,2006.0,3.73,to-read young-adult ya favorites sports,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,23306,1003,2010,6345,8742,6721,9780618683080,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5406,5407,Telegraph Avenue,Michael Chabon,2012.0,3.36,to-read currently-reading fiction abandoned book-club,https://images.gr-assets.com/books/1335716595s/10756240.jpg,15614,991,2427,5767,5865,2459,9780061493350,https://images.gr-assets.com/books/1335716595m/10756240.jpg,,
5407,5408,"Undone (Will Trent, #3)",Karin Slaughter,2009.0,4.24,currently-reading mystery thriller karin-slaughter crime,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,17871,101,313,2998,9457,9371,9780385341970,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5408,5409,The Book of Speculation,Erika Swyler,2015.0,3.59,to-read currently-reading fiction fantasy historical-fiction,https://images.gr-assets.com/books/1422476749s/23014670.jpg,17345,441,1769,6454,7640,3269,9781250054810,https://images.gr-assets.com/books/1422476749m/23014670.jpg,,
5409,5410,"Flirt (Anita Blake, Vampire Hunter #18)",Laurell K. Hamilton,2009.0,3.7,to-read urban-fantasy vampires paranormal anita-blake,https://images.gr-assets.com/books/1310494369s/6726595.jpg,26325,1325,3195,7394,7308,9218,9780425235680,https://images.gr-assets.com/books/1310494369m/6726595.jpg,,
5410,5411,"Inner Harbor (Chesapeake Bay Saga, #3)",Nora Roberts,1998.0,4.16,to-read romance nora-roberts contemporary-romance contemporary,https://images.gr-assets.com/books/1399120297s/59825.jpg,23833,68,599,4991,9410,10553,9780515124220,https://images.gr-assets.com/books/1399120297m/59825.jpg,,
5411,5412,"Bite Me (A Love Story, #3)",Christopher Moore,2010.0,3.85,to-read humor fiction fantasy currently-reading,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,20914,400,1223,5767,8935,5970,9780061779720,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5412,5413,Zen of Seeing: Seeing/Drawing as Meditation,Frederick Franck,1973.0,3.92,to-read art currently-reading non-fiction philosophy,https://images.gr-assets.com/books/1403191163s/228765.jpg,14748,618,1196,3176,3629,6184,9780394719690,https://images.gr-assets.com/books/1403191163m/228765.jpg,,
5413,5414,"Green Rider (Green Rider, #1)",Kristen Britain,1998.0,4.09,to-read fantasy favorites currently-reading young-adult,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,24006,413,1120,4639,9146,10362,9780886778580,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5414,5415,"The Dragonriders of Pern (Dragonriders of Pern, #1-3)",Anne McCaffrey,1968.0,4.22,to-read fantasy currently-reading science-fiction favorites,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,18896,206,682,3748,7415,10618,9780785729200,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5415,5416,"Boy, Snow, Bird",Helen Oyeyemi,2013.0,3.34,to-read currently-reading fiction literary-fiction fairy-tales,https://images.gr-assets.com/books/1391384454s/18079683.jpg,17667,1017,3043,6716,6277,2726,9781594631400,https://images.gr-assets.com/books/1391384454m/18079683.jpg,,
5416,5417,"E is for Evidence (Kinsey Millhone, #5)",Sue Grafton,1988.0,3.88,to-read mystery sue-grafton fiction mysteries,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,24206,72,659,8053,11032,6344,9780312939040,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5417,5418,"The Social Animal: The Hidden Sources of Love, Character, and Achievement",David  Brooks,2011.0,3.83,to-read currently-reading non-fiction psychology nonfiction,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,15378,426,1230,4060,6145,4883,9781400067600,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5418,5419,Solar,Ian McEwan,2010.0,3.23,to-read fiction currently-reading contemporary owned,https://images.gr-assets.com/books/1320510358s/7140754.jpg,17333,1065,3261,7712,5997,2006,9780385533420,https://images.gr-assets.com/books/1320510358m/7140754.jpg,,
5419,5420,The Structure of Scientific Revolutions,Thomas S. Kuhn,1962.0,3.98,non-fiction to-read history nonfiction philosophy,https://images.gr-assets.com/books/1396422530s/61539.jpg,15950,484,1003,3297,6234,6490,9780226458080,https://images.gr-assets.com/books/1396422530m/61539.jpg,,
5420,5421,Small Island,Andrea Levy,2004.0,3.89,to-read fiction currently-reading historical-fiction favorites,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,17205,320,1003,4534,8385,5412,9780312424670,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5421,5422,"A Great Reckoning (Chief Inspector Armand Gamache, #12)",Louise Penny,2016.0,4.46,to-read currently-reading mystery fiction mysteries,https://images.gr-assets.com/books/1457914582s/28220985.jpg,13563,138,301,1596,6522,11972,9781250022130,https://images.gr-assets.com/books/1457914582m/28220985.jpg,,
5422,5423,The Sky is Falling,Sidney Sheldon,2000.0,3.54,to-read sidney-sheldon currently-reading fiction thriller,https://images.gr-assets.com/books/1353302273s/43327.jpg,15345,345,1718,6063,5293,2951,9780446610180,https://images.gr-assets.com/books/1353302273m/43327.jpg,,
5423,5424,The Fifth Discipline: The Art & Practice of The Learning Organization,Peter M. Senge,1990.0,3.93,to-read currently-reading business leadership non-fiction,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,20935,857,1311,4497,6850,8101,9780385517260,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5424,5425,Darkness at Noon,"Arthur Koestler, Daphne Hardy",1940.0,4.06,to-read favorites historical-fiction politics russia,https://images.gr-assets.com/books/1290053535s/30672.jpg,16818,253,793,3649,7516,7241,9780553265960,https://images.gr-assets.com/books/1290053535m/30672.jpg,,
5425,5426,"The Perfect Play (Play by Play, #1)",Jaci Burton,2011.0,3.93,to-read romance sports contemporary-romance contemporary,https://images.gr-assets.com/books/1301853642s/8341567.jpg,31260,926,1862,7167,11281,11532,9780425238810,https://images.gr-assets.com/books/1301853642m/8341567.jpg,,
5426,5427,Straight Talking,Jane Green,1997.0,3.63,to-read chick-lit fiction currently-reading jane-green,https://images.gr-assets.com/books/1320399611s/763047.jpg,17917,511,1558,6206,6118,4050,9780767915600,https://images.gr-assets.com/books/1320399611m/763047.jpg,,
5427,5428,"Dauntless (The Lost Fleet, #1)",Jack Campbell,2006.0,3.93,to-read science-fiction sci-fi currently-reading scifi,https://images.gr-assets.com/books/1309198180s/112292.jpg,19074,271,1048,4742,9006,6249,9780441014190,https://images.gr-assets.com/books/1309198180m/112292.jpg,,
5428,5429,"The Curse of Chalion (World of the Five Gods, #1)",Lois McMaster Bujold,2000.0,4.16,to-read fantasy favorites currently-reading fiction,https://images.gr-assets.com/books/1322571773s/61886.jpg,21007,318,852,3764,9004,10198,9780007133610,https://images.gr-assets.com/books/1322571773m/61886.jpg,,
5429,5430,Me & Emma,Elizabeth Flock,2005.0,3.9,to-read fiction currently-reading favorites books-i-own,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,16975,364,1102,4459,7064,5896,9780778322860,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5430,5431,"Chesapeake Blue (Chesapeake Bay Saga, #4)",Nora Roberts,2002.0,4.17,to-read romance nora-roberts contemporary-romance currently-reading,https://images.gr-assets.com/books/1304979355s/114187.jpg,23925,115,707,4841,9132,10993,9780515136260,https://images.gr-assets.com/books/1304979355m/114187.jpg,,
5431,5432,Ash,Malinda Lo,2009.0,3.62,to-read fantasy young-adult lgbt ya,https://images.gr-assets.com/books/1286563960s/6472451.jpg,14513,1199,2553,6553,7467,6180,9780316040100,https://images.gr-assets.com/books/1286563960m/6472451.jpg,,
5432,5433,"The Burning Land (The Saxon Stories, #5)",Bernard Cornwell,2009.0,4.29,currently-reading to-read fiction historical bernard-cornwell,https://images.gr-assets.com/books/1328489431s/6489529.jpg,15373,48,191,2318,7965,8349,9780007219760,https://images.gr-assets.com/books/1328489431m/6489529.jpg,,
5433,5434,"Second Helpings (Jessica Darling, #2)",Megan McCafferty,2003.0,4.08,to-read young-adult favorites ya chick-lit,https://images.gr-assets.com/books/1388707744s/199687.jpg,23180,290,960,4680,8457,9447,9780609807910,https://images.gr-assets.com/books/1388707744m/199687.jpg,,
5434,5435,Diane Arbus: Monograph,"Diane Arbus, Stan Grossfeld, Doon Arbus, Marvin Israel",1972.0,4.0,to-read photography art non-fiction favorites,https://images.gr-assets.com/books/1312051661s/134360.jpg,14769,665,1064,2639,3735,6783,9780893816940,https://images.gr-assets.com/books/1312051661m/134360.jpg,,
5435,5436,"The Earth, My Butt, and Other Big Round Things",Carolyn Mackler,2003.0,3.77,to-read young-adult ya fiction currently-reading,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,21129,474,1775,6478,7195,6287,9780763620910,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5436,5437,Lord Jim,Joseph Conrad,1900.0,3.61,to-read currently-reading classics fiction owned,https://images.gr-assets.com/books/1372366969s/12194.jpg,19113,1063,2299,6399,7601,5341,9781551111730,https://images.gr-assets.com/books/1372366969m/12194.jpg,,
5437,5438,A Color of His Own,Leo Lionni,1975.0,4.25,to-read picture-books children-s-books childrens colors,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,17617,166,546,3034,5077,9061,9780375836980,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5438,5439,Don't Panic: The Official Hitchhiker's Guide to the Galaxy Companion,Neil Gaiman,1987.0,4.31,to-read non-fiction science-fiction sci-fi humor,https://images.gr-assets.com/books/1328797053s/79257.jpg,18015,158,479,2786,5345,9983,9780671664270,https://images.gr-assets.com/books/1328797053m/79257.jpg,,
5439,5440,"Things Not Seen (Things, #1)",Andrew Clements,2002.0,3.88,to-read currently-reading young-adult favorites science-fiction,https://images.gr-assets.com/books/1327910708s/542752.jpg,21478,367,1333,5736,7987,6865,9780142400760,https://images.gr-assets.com/books/1327910708m/542752.jpg,,
5440,5441,House,"Frank E. Peretti, Ted Dekker",2006.0,3.6,to-read christian-fiction fiction currently-reading christian,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,17813,1187,2431,5115,5507,5553,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5441,5442,"Vicious (Villains, #1)","V.E. Schwab, Victoria Schwab",2013.0,4.25,to-read favorites fantasy currently-reading sci-fi,https://images.gr-assets.com/books/1362495700s/13638125.jpg,23613,265,834,3829,10026,13537,9780765335340,https://images.gr-assets.com/books/1362495700m/13638125.jpg,,
5442,5443,"Raise the Titanic! (Dirk Pitt, #4)",Clive Cussler,1976.0,3.96,to-read fiction adventure clive-cussler thriller,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,18945,147,854,5145,7976,6470,9780425194520,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5443,5444,The Supernaturalist,Eoin Colfer,2004.0,3.85,fantasy young-adult science-fiction sci-fi favorites,https://images.gr-assets.com/books/1233460677s/45432.jpg,23010,277,1595,6618,8871,6991,9780786851490,https://images.gr-assets.com/books/1233460677m/45432.jpg,,
5444,5445,"Queen of Babble in the Big City (Queen of Babble, #2)",Meg Cabot,2007.0,3.77,to-read chick-lit romance fiction meg-cabot,https://images.gr-assets.com/books/1407106698s/199782.jpg,24000,477,1719,7512,8856,6511,9780060852010,https://images.gr-assets.com/books/1407106698m/199782.jpg,,
5445,5446,Yertle the Turtle and Other Stories,Dr. Seuss,1958.0,4.13,to-read childrens picture-books children-s-books children,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,24972,393,1074,5364,7608,12057,9780394900870,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5446,5447,The Rent Collector,Camron Wright,2012.0,4.23,to-read currently-reading book-club fiction favorites,https://images.gr-assets.com/books/1340468685s/13628812.jpg,16153,151,453,2487,7623,8260,9781609071230,https://images.gr-assets.com/books/1340468685m/13628812.jpg,,
5447,5448,Family Matters,Rohinton Mistry,2001.0,3.99,to-read fiction currently-reading india 1001-books,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,16790,141,654,3799,7814,5394,9780375703420,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5448,5449,The Happiest Baby on the Block: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,Harvey Karp,2002.0,3.92,to-read currently-reading nonfiction parenting baby-books,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,13035,228,937,3901,6277,5084,9780553588730,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5449,5450,"Until You (Fall Away, #1.5)","Penelope Douglas, Nelson Hobbs",2013.0,4.36,to-read favorites new-adult romance currently-reading,https://images.gr-assets.com/books/1392309696s/20803962.jpg,16757,231,616,3447,9658,16148,,https://images.gr-assets.com/books/1392309696m/20803962.jpg,,
5450,5451,Perahu Kertas,Dee Lestari,2004.0,3.94,to-read currently-reading romance favorites novel,https://images.gr-assets.com/books/1356225544s/6765740.jpg,13927,237,852,3278,5309,4780,9789791227780,https://images.gr-assets.com/books/1356225544m/6765740.jpg,,
5451,5452,Schooled,Gordon Korman,2000.0,3.82,to-read currently-reading young-adult realistic-fiction favorites,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,20411,588,1562,5602,7435,6494,9780786856920,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5452,5453,It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways,"Dallas Hartwig, Melissa Hartwig",2012.0,4.09,to-read currently-reading non-fiction health food,https://images.gr-assets.com/books/1364140054s/13193855.jpg,13643,407,702,2989,6280,7132,9781936608900,https://images.gr-assets.com/books/1364140054m/13193855.jpg,,
5453,5454,Merle's Door: Lessons from a Freethinking Dog,Ted Kerasote,2007.0,4.18,to-read currently-reading non-fiction animals dogs,https://images.gr-assets.com/books/1310704047s/430968.jpg,14953,287,690,2541,4980,7763,9780151012700,https://images.gr-assets.com/books/1310704047m/430968.jpg,,
5454,5455,"Brian's Winter (Brian's Saga, #3)",Gary Paulsen,1996.0,3.98,to-read currently-reading young-adult fiction adventure,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,16861,281,880,4518,7115,6748,9780440227200,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5455,5456,How the García Girls Lost Their Accents ,Julia Alvarez,1991.0,3.62,to-read fiction currently-reading historical-fiction favorites,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,15231,360,1572,6363,7253,3394,9780452287080,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5456,5457,"Be with Me (Wait for You, #2)","J. Lynn, Jennifer L. Armentrout",2014.0,4.15,to-read romance new-adult favorites currently-reading,https://images.gr-assets.com/books/1380210727s/17558817.jpg,32046,273,1133,5585,13508,14014,,https://images.gr-assets.com/books/1380210727m/17558817.jpg,,
5457,5458,"Jo's Boys (Little Women, #3)",Louisa May Alcott,1886.0,3.8,to-read classics fiction classic young-adult,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,23877,306,1683,8009,9340,7127,9781406501070,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5458,5459,Home (Myron Bolitar #11),Harlan Coben,2016.0,4.2,currently-reading to-read harlan-coben series suspense,https://images.gr-assets.com/books/1458586751s/29430007.jpg,12183,204,662,3305,8774,9759,9780525955110,https://images.gr-assets.com/books/1458586751m/29430007.jpg,,
5459,5460,Notes of a Dirty Old Man,Charles Bukowski,1969.0,3.99,to-read currently-reading fiction rory-gilmore-reading-challenge short-stories,https://images.gr-assets.com/books/1329635507s/38502.jpg,15443,211,723,3574,6784,5566,9780872860740,https://images.gr-assets.com/books/1329635507m/38502.jpg,,
5460,5461,"The Absent One (Department Q, #2)","Jussi Adler-Olsen, K.E. Semmel",2008.0,3.85,to-read currently-reading default krimi mystery,https://images.gr-assets.com/books/1336832005s/13505130.jpg,13479,270,999,5236,9213,4999,9780525952890,https://images.gr-assets.com/books/1336832005m/13505130.jpg,,
5461,5462,The Good Lord Bird,James McBride,2013.0,3.75,to-read historical-fiction fiction book-club national-book-award,https://images.gr-assets.com/books/1385349791s/16171272.jpg,14538,512,1358,4234,6298,4246,9781594486340,https://images.gr-assets.com/books/1385349791m/16171272.jpg,,
5462,5463,"Greenwitch (The Dark Is Rising, #3)",Susan Cooper,1974.0,4.0,to-read fantasy fiction ya childrens,https://images.gr-assets.com/books/1347322295s/24963.jpg,21364,201,933,5676,8641,8080,9780689840340,https://images.gr-assets.com/books/1347322295m/24963.jpg,,
5463,5464,"The Walking Dead, Vol. 05: The Best Defense","Robert Kirkman, Charlie Adlard, Cliff Rathburn",2006.0,4.3,to-read graphic-novels cómics horror graphic-novel,https://images.gr-assets.com/books/1345769360s/30065.jpg,19431,92,359,2671,7436,9855,9781582406120,https://images.gr-assets.com/books/1345769360m/30065.jpg,,
5464,5465,"Kissed by an Angel/The Power of Love/Soulmates (Kissed by an Angel, #1-3)",Elizabeth Chandler,1995.0,4.08,to-read currently-reading favorites young-adult books-i-own,https://images.gr-assets.com/books/1302945904s/321645.jpg,21813,639,1429,4430,6474,11065,9780671023460,https://images.gr-assets.com/books/1302945904m/321645.jpg,,
5465,5466,"Take a Chance (Rosemary Beach, #7; Chance, #1)",Abbi Glines,2014.0,4.15,new-adult romance currently-reading favorites series,https://images.gr-assets.com/books/1396889528s/18053782.jpg,30690,368,1154,5212,11925,13501,,https://images.gr-assets.com/books/1396889528m/18053782.jpg,,
5466,5467,"Portrait of a Spy (Gabriel Allon, #11)",Daniel Silva,2011.0,4.24,to-read currently-reading fiction daniel-silva mystery,https://images.gr-assets.com/books/1468408664s/9975779.jpg,16744,97,352,2762,7890,8462,9780062072180,https://images.gr-assets.com/books/1468408664m/9975779.jpg,,
5467,5468,"One Good Turn (Jackson Brodie, #2)",Kate Atkinson,2006.0,3.79,to-read mystery fiction currently-reading crime,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,19384,236,1241,6192,10025,4721,9780316012830,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5468,5469,"Abarat (Abarat, #1)",Clive Barker,2002.0,4.08,to-read fantasy favorites young-adult currently-reading,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,20460,385,1045,4059,7777,9077,9780064407340,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
5469,5470,"2061: Odyssey Three (Space Odyssey, #3)",Arthur C. Clarke,1987.0,3.52,science-fiction sci-fi fiction currently-reading to-read,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png,17843,308,2112,7924,6639,3289,9780586203190,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,,
